Steps,Weight (kg),Sleep Duration (hours),Calories Burned,Water Intake (L),Health Status
6773,86.6,7.3,1509,1.8,Healthy
7275,87.4,8.5,1910,2.3,Healthy
7261,87,7.7,1569,1.1,Healthy
7282,87.2,8.8,1663,2.8,Healthy
6593,87.3,7.2,1884,1.2,Healthy
6973,87.4,4.5,1510,2.6,Healthy
6915,87.5,6.8,1926,1.7,Healthy
7244,87.1,5.6,1827,2.3,Healthy
6657,87.1,8.5,1608,2.1,Healthy
6787,87,7.5,1963,2.2,Healthy
7134,86.7,6.4,1556,3,Healthy
6576,86.8,7.8,1702,2.5,Healthy
7416,86.9,5.7,2035,1.4,Healthy
6612,86.6,4.5,1988,1.4,Healthy
6869,87.2,5.7,1918,1.4,Healthy
6873,87.3,4.3,1711,1.9,Healthy
7158,87,4.3,1601,1.8,Healthy
6884,87.5,7.3,1823,2.3,Healthy
6719,87.4,4.8,1883,3,Healthy
6552,87.3,4.3,1724,2.2,Healthy
6962,87.4,4.4,1713,1.9,Healthy
6608,87.4,4.9,1477,1.2,Healthy
7434,87,4.2,1624,2.4,Healthy
6665,86.8,6.8,1770,1.6,Healthy
7146,86.7,8.9,1894,2.2,Healthy
6617,86.5,8.7,2036,1.8,Healthy
7368,86.9,6.5,1517,1,Healthy
6901,87.4,5.3,1859,1.1,Healthy
7254,86.8,7.3,1800,2.1,Healthy
7062,87.3,8.8,1719,2.3,Healthy
7020,86.8,8.4,1579,2.9,Healthy
6861,86.8,7.7,1936,1.6,Healthy
7028,87.3,6.5,1734,2.7,Healthy
7297,87.2,8.9,1617,2.1,Healthy
6651,86.5,5.3,1701,1.2,Healthy
7282,87.1,4.8,1956,1.5,Healthy
6887,87,7,1808,2,Healthy
6531,86.5,5.5,1854,2.3,Healthy
6786,86.8,7.9,1734,1.8,Healthy
6476,87,8,1907,1.5,Healthy
7247,87.2,4.8,1654,1.9,Healthy
6694,87.3,7.9,1833,1.7,Healthy
6547,86.9,7.5,1756,1.3,Healthy
6541,87.1,4.5,1765,2.2,Healthy
6931,87,8.6,1571,1.3,Healthy
7051,87.2,8.1,1742,2.9,Healthy
6593,86.5,7.2,1750,2.1,Healthy
6893,87,7.7,1885,1.1,Healthy
7039,86.6,7.3,1916,1.4,Healthy
7265,87.2,6.1,2010,2.2,Healthy
6473,87.4,7.9,1928,1,Healthy
7129,87.2,8.3,2019,2.5,Healthy
6825,86.8,8.2,1578,2.6,Healthy
6991,87.1,8.3,1481,1.7,Healthy
7217,87.3,8.2,1664,1.4,Healthy
6607,87.2,7.5,1624,2.9,Healthy
6836,87.3,8.1,1493,1.8,Healthy
6460,86.9,5.3,1563,1.6,Healthy
6965,86.6,6.1,1731,2.2,Healthy
7000,87.2,8.3,1832,1.3,Healthy
7228,87.2,8.6,1676,2.2,Healthy
7217,87.3,8.8,1995,2.7,Healthy
6631,86.7,7.1,1524,1.6,Healthy
6779,87.4,7.3,1946,1.1,Healthy
7096,86.6,7,2027,1.4,Healthy
6887,86.6,5.3,1486,1.9,Healthy
7043,87,8.7,1488,2.7,Healthy
6832,86.5,5.4,1928,2.2,Healthy
6963,86.5,4.7,1572,1.8,Healthy
6823,86.8,5.6,1989,1.2,Healthy
7156,86.9,6.6,1849,2.4,Healthy
6690,87,8.2,1788,1.1,Healthy
6777,86.7,6.3,1835,2.7,Healthy
7321,86.6,7.6,2033,2.7,Healthy
7156,86.7,6.4,1727,1.5,Healthy
6442,86.7,6.6,1790,1.4,Healthy
6665,86.9,8.3,1905,1,Healthy
6946,87.3,4.4,1955,1.2,Healthy
7326,87.3,4.4,1796,2.5,Healthy
6798,86.5,7.4,1733,2,Healthy
6620,86.9,4.7,1925,1.9,Healthy
6561,86.6,8.4,1825,1.6,Healthy
6491,86.6,8.1,1761,1.1,Healthy
7141,87.1,8.8,1859,2.6,Healthy
6913,86.6,4.1,2029,2.4,Healthy
6964,86.5,5.5,1470,2.9,Healthy
6735,87.3,7,1822,1.9,Healthy
6669,86.7,4.7,1811,1.1,Healthy
6948,87.5,5.2,1867,1.1,Healthy
6446,86.9,4,1653,1.8,Healthy
7336,87,5.5,2012,2.3,Healthy
6857,86.6,8.8,1710,1.1,Healthy
6491,86.7,8.1,1966,2.8,Healthy
7111,87.1,5.6,1449,2.4,Healthy
6440,86.7,8,1950,1.7,Healthy
6795,87.3,7.4,2024,2.9,Healthy
6791,87.2,6.2,1461,2.2,Healthy
7303,87.1,7.9,1508,2.1,Healthy
7034,87.1,6.1,1619,1.8,Healthy
6640,87.3,5.4,1508,2.4,Healthy
6953,87.2,5.8,1933,2.2,Healthy
7191,86.8,7.3,1658,1.1,Healthy
6440,87.1,6.2,1942,1.9,Healthy
6796,87.1,7.9,1572,1.3,Healthy
6500,87.5,7.5,1776,2.1,Healthy
6861,87,7.7,1664,2.2,Healthy
6912,86.6,8.2,1552,2,Healthy
7135,87.4,7.6,2009,3,Healthy
6462,86.8,6.4,1843,2.2,Healthy
6919,86.6,8,1912,2,Healthy
6848,86.6,5.2,1444,1.3,Healthy
7067,87.2,5.6,1582,2.6,Healthy
6490,87.3,7.8,1560,2.5,Healthy
7072,87.4,4.4,1641,1.3,Healthy
6573,86.9,7.6,1465,1.2,Healthy
6963,87.1,8.9,1450,1.6,Healthy
6690,87.3,7.6,1518,1.4,Healthy
7107,87.3,8.6,1634,2.9,Healthy
7250,86.7,8.3,1656,2.9,Healthy
6803,87.3,7.6,1813,1.3,Healthy
7359,86.7,6,1969,1.4,Healthy
7182,86.7,4.8,1614,2.8,Healthy
6813,87,7.3,1448,1.5,Healthy
6843,87.1,5.7,1941,2.9,Healthy
6681,87.4,4.2,1547,2.2,Healthy
7045,86.5,5.1,1794,1.7,Healthy
6483,86.6,5.8,1611,2.2,Healthy
7005,86.9,8.5,1885,1.3,Healthy
7260,87.4,5.9,1833,3,Healthy
7173,87.4,6.6,1813,2.9,Healthy
6704,87.1,5.2,1440,2.2,Healthy
6876,87.4,6.7,1448,2.4,Healthy
6592,86.6,7,1929,1.1,Healthy
6769,87.3,6.8,1964,1.7,Healthy
6627,86.7,7.8,1909,1.8,Healthy
7014,86.9,6.8,1450,1.4,Healthy
7392,87,5.5,1864,1.8,Healthy
6565,87.2,7.7,1887,2.7,Healthy
7129,87.4,4.9,1475,1.8,Healthy
7136,86.6,8.2,1844,2.7,Healthy
7171,87.1,9,1851,1.8,Healthy
6976,87.5,6,2025,2.1,Healthy
6451,86.8,5.3,1495,2.3,Healthy
6724,87.3,5.3,1841,2.7,Healthy
6608,86.6,4.8,1436,1.9,Healthy
6741,86.8,5,1585,2.2,Healthy
6988,87.3,8.1,1615,2.8,Healthy
6622,86.8,4.3,1706,2.9,Healthy
6987,87.1,8.3,2019,1.4,Healthy
6898,86.7,5.5,1544,2.7,Healthy
7299,86.6,7.3,1551,2.8,Healthy
6965,87,5.3,1996,1.8,Healthy
6625,87.5,7.4,1917,1.8,Healthy
6935,86.9,7.6,1822,1.8,Healthy
6923,87.3,4.6,1509,1.3,Healthy
6939,86.6,8.7,1846,2.9,Healthy
6593,86.9,8.3,1629,2.4,Healthy
6556,86.9,6.5,1857,1.1,Healthy
6685,86.8,4.9,1757,2.7,Healthy
7081,86.9,7.5,1543,1.5,Healthy
7114,87.4,7.1,1840,2.6,Healthy
7148,86.8,5.2,1963,2.3,Healthy
7252,87.5,6.4,1584,2.9,Healthy
6895,86.5,8,1768,1.8,Healthy
6530,86.6,8.3,1528,1.3,Healthy
7273,86.7,5.1,1436,1.5,Healthy
7354,86.9,8.1,1646,2.8,Healthy
6538,87,7.8,1863,1.4,Healthy
6828,86.8,5.3,1604,1.1,Healthy
7025,87,7.2,1761,2.9,Healthy
7010,87.2,4.7,2013,3,Healthy
6723,87,9,1436,1.3,Healthy
7118,86.7,4.1,1444,2.9,Healthy
6815,87,4.6,1508,2.4,Healthy
7200,87,4.6,1857,2.5,Healthy
6471,87.2,5.5,1625,2,Healthy
6736,87.4,5.9,1830,2.5,Healthy
6563,87.3,4.6,1867,1.4,Healthy
7118,86.9,4.5,1433,1.8,Healthy
6622,86.8,4.3,1856,1.4,Healthy
7139,87.1,7.4,1918,2.6,Healthy
7042,87.3,8.3,2020,1,Healthy
6650,87.4,6.5,1559,2.3,Healthy
6978,86.7,7,1904,2.1,Healthy
6995,86.5,8.1,1673,1.4,Healthy
6653,87,5.4,1749,1.2,Healthy
6959,87.3,5.1,1871,2.3,Healthy
7136,86.8,5.5,1792,1.7,Healthy
6979,86.8,6.9,1850,1.8,Healthy
7169,87.2,7.3,1525,1,Healthy
6416,87.1,7.1,1835,1.8,Healthy
6535,87.1,8,1751,1.2,Healthy
6680,86.8,4.2,1877,2.3,Healthy
6485,87,6,1756,2.6,Healthy
7294,87.1,6.2,1920,2.6,Healthy
7052,87.2,6.7,1437,1.6,Healthy
6461,86.7,6.2,1517,2.4,Healthy
6404,87.4,6.4,1577,2.3,Healthy
6579,86.7,5.4,1876,1.2,Healthy
6714,86.6,6,1650,1.6,Healthy
6577,86.7,4,1914,2.2,Healthy
7209,87.5,5.7,1763,2.3,Healthy
6936,87.4,6.4,2016,1.1,Healthy
6764,86.5,8.9,1633,2.2,Healthy
6446,87.1,6.2,2012,2.9,Healthy
7217,87.1,7.6,1855,2.4,Healthy
6596,87.1,6.2,1653,1.7,Healthy
6378,87.4,4.8,1995,1.5,Healthy
6530,87.1,4.3,1695,2.2,Healthy
6931,86.6,8.3,1474,1.7,Healthy
6514,86.6,5.8,1786,1.9,Healthy
6730,87.1,5.1,1527,2.9,Healthy
6974,87.3,4.6,1862,1.9,Healthy
6601,87.2,8.6,1697,1.1,Healthy
6403,86.8,6.5,1959,1.1,Healthy
7165,87.1,8,1696,2.1,Healthy
6913,86.7,5,1878,2.8,Healthy
7160,87,6.2,1862,2.7,Healthy
6941,86.9,6.5,1498,1.3,Healthy
7106,86.8,7,1796,1.2,Healthy
6565,87,6.6,1649,2.2,Healthy
6668,87.3,6.3,1529,1.4,Healthy
6502,86.9,7.4,1668,2.5,Healthy
7198,87.1,8.1,1685,2.8,Healthy
6520,86.8,7.7,1932,1.2,Healthy
6608,86.8,6.9,1636,1.8,Healthy
7008,87.5,8.9,1466,1.4,Healthy
7188,87.4,7.1,1805,2.4,Healthy
6900,87.2,4.2,1599,2.8,Healthy
6567,87.2,4.9,1787,1.5,Healthy
6493,87.1,6.8,1917,1.1,Healthy
6519,86.5,7.5,1675,1.6,Healthy
6965,87.3,6.5,1890,2.5,Healthy
6997,86.8,6.6,1738,1.9,Healthy
7229,87.1,5.6,1912,1.3,Healthy
6940,87.5,6.7,1916,2,Healthy
7308,87.2,7.5,1660,2.9,Healthy
7341,86.5,7.7,1420,2.3,Healthy
6885,87.1,4.2,1645,2.9,Healthy
6470,87.1,8.3,1829,1.8,Healthy
6818,86.9,5,1458,1.3,Healthy
6983,87.2,6.1,1920,1.6,Healthy
6796,86.6,7.3,1577,1.9,Healthy
7065,87.4,5.9,1997,1.8,Healthy
7166,87.1,5.2,1522,1.6,Healthy
6695,87.2,4.1,1634,2.3,Healthy
6576,86.6,4.6,1698,2.6,Healthy
7117,87.5,6.4,1419,1.4,Healthy
7136,87.4,8.7,2002,2.5,Healthy
7194,86.7,6.3,1835,1.4,Healthy
6823,86.9,6.6,1564,2.1,Healthy
7059,87.4,7.9,1749,2.9,Healthy
6464,87,6,1481,1.5,Healthy
6456,87.3,7.2,1471,2.9,Healthy
6610,86.8,7.7,1707,2.7,Healthy
7030,86.9,8.2,1425,1.8,Healthy
7169,86.9,7.9,1860,1.9,Healthy
6593,87.3,6.1,1643,1.4,Healthy
7214,86.7,6.8,1636,2.8,Healthy
6483,87,6.9,1704,2.8,Healthy
6775,86.6,6.8,1663,1.2,Healthy
7008,87.5,8.3,1686,1,Healthy
6982,87.4,8,1709,2,Healthy
6431,86.9,6.1,1464,1.4,Healthy
7173,87.5,7.5,1952,1.9,Healthy
7177,87.1,7.5,1791,2,Healthy
7151,86.6,5.1,1667,1.4,Healthy
7022,87,4.9,1957,2,Healthy
6345,87.4,5.9,1963,2.4,Healthy
6617,86.8,5.9,1621,1.3,Healthy
6616,86.5,6.6,1714,1.1,Healthy
6695,87.1,6.1,1916,1.3,Healthy
6905,86.9,6.4,1809,2.3,Healthy
7219,87,4.3,1747,1.1,Healthy
6642,86.9,4,1985,1.9,Healthy
7339,87.1,8.6,1666,1.3,Healthy
7061,86.5,5.3,1998,2.6,Healthy
6958,87.3,7.1,1855,1.9,Healthy
6847,86.9,5.5,1470,1.7,Healthy
6409,86.5,7.3,1762,2.2,Healthy
6559,86.9,7.8,1643,2.1,Healthy
6884,87,8.7,1809,2.1,Healthy
7115,87.4,6.2,1700,2.4,Healthy
7179,86.7,4.6,1661,1,Healthy
7205,86.9,8.3,1858,2.1,Healthy
6484,87,8.8,1983,2.1,Healthy
7199,86.7,6,1535,1.9,Healthy
6384,86.5,6.5,1704,2.9,Healthy
6740,87,4.9,1954,2.3,Healthy
7237,86.6,5.1,1733,1.8,Healthy
7301,86.6,5.7,1532,2.2,Healthy
7241,86.8,4.6,1989,2.1,Healthy
6816,87,7.2,1584,1.2,Healthy
6620,87,4.3,1759,1.7,Healthy
6334,87.3,4.4,1424,1.2,Healthy
7027,86.7,8.1,1536,2.1,Healthy
7208,86.7,8.9,1899,1.8,Healthy
6550,86.6,5.1,1967,1.5,Healthy
6419,87.3,8.1,1666,1.5,Healthy
7298,87,4.8,1858,2,Healthy
7318,87.2,5.5,1991,1.5,Healthy
6832,87.2,5.5,1877,1,Healthy
6372,86.7,4.4,1939,1.6,Healthy
7100,87.4,5.1,1624,2.9,Healthy
6813,86.9,5.7,1420,1.9,Healthy
7078,87.1,6.8,1927,1.6,Healthy
6340,86.9,6.6,1692,2.7,Healthy
7089,87.1,8.6,1517,2.4,Healthy
6611,86.7,8.9,1992,2.5,Healthy
6859,86.7,5.1,1695,2.1,Healthy
6572,87.2,8.2,1854,2.3,Healthy
6402,87.1,7.5,1575,1,Healthy
6467,87.4,7.1,1513,1.1,Healthy
6775,87.1,7.9,1992,2.6,Healthy
6969,87.2,6.2,1922,2.2,Healthy
6676,86.7,8.7,1765,1.2,Healthy
6685,86.5,8,1900,2.2,Healthy
6893,87,7.9,1563,1.3,Healthy
6646,87.2,7.9,1765,1.9,Healthy
6408,86.6,7.5,1849,2.4,Healthy
6716,87.1,7.6,1773,1.6,Healthy
7214,87.3,8.9,1796,2.3,Healthy
6327,87.4,5.3,1506,2.5,Healthy
6445,87.1,8.9,1538,1.4,Healthy
7140,87.4,6.2,1480,1.2,Healthy
7306,86.9,4.5,1804,1.2,Healthy
6667,86.8,5.8,1485,1.1,Healthy
6971,86.5,4.6,1921,3,Healthy
6600,86.6,5.1,1797,1.9,Healthy
6964,87.3,4.4,1682,1.3,Healthy
7204,86.7,7.1,1831,2.5,Healthy
6941,87.3,7,1653,1.5,Healthy
7156,87.4,4.8,1409,1.5,Healthy
6356,87,8,1941,2.6,Healthy
6910,87.4,6.2,1982,2.5,Healthy
6800,86.9,8,1737,1.7,Healthy
7234,87.2,8.8,1843,1.3,Healthy
6701,86.7,4.2,1585,1.3,Healthy
6324,86.6,7.7,1434,2.6,Healthy
6387,86.5,4.5,1438,2.3,Healthy
7262,87.1,5.7,1559,1.8,Healthy
7062,86.8,6.9,1441,2.7,Healthy
7121,86.6,4.7,1747,1.5,Healthy
7164,86.7,6,1520,2.6,Healthy
6952,86.5,9,1743,1.6,Healthy
7263,86.6,5,1912,2.8,Healthy
7219,86.6,5.9,1796,1.5,Healthy
6831,87.5,8.7,1740,1.9,Healthy
6774,86.8,6.9,1989,3,Healthy
6759,86.8,6.3,1756,1,Healthy
6913,86.7,4.4,2001,2.9,Healthy
7117,86.9,4.5,1963,2.7,Healthy
7263,86.7,8,1807,1.1,Healthy
7069,86.9,7.9,1474,1.6,Healthy
6332,87.3,6.7,1929,2.7,Healthy
6714,87.9,5,1611,2.1,Healthy
7216,88.4,4.7,1521,2.1,Healthy
6669,87.8,7,1814,1,Healthy
7263,87.9,8.7,1771,3,Healthy
6605,88.4,7.2,1509,1.2,Healthy
6586,87.9,4.2,1978,1,Healthy
6937,87.5,7.3,1724,1.2,Healthy
6546,87.8,5.1,1848,1.2,Healthy
6969,88,4.5,1439,2.8,Healthy
6760,88.5,7.6,1688,2.6,Healthy
7072,88.4,8.4,1971,2,Healthy
6312,87.9,4.5,1899,1.5,Healthy
7096,87.8,5.2,1547,2,Healthy
7127,88.4,4.4,1893,1.7,Healthy
7209,87.5,8.5,1661,1.7,Healthy
6615,87.6,7.8,1888,1.7,Healthy
7230,87.8,6.1,1905,1.7,Healthy
6899,88.3,4.3,1419,1.5,Healthy
6792,88.1,5.1,1565,2.8,Healthy
7071,87.9,5.5,1749,2.8,Healthy
6510,87.5,7.7,1932,1.9,Healthy
7198,88.2,8.6,1756,2.5,Healthy
6460,88.4,6.7,1979,1.2,Healthy
7281,87.8,6.7,1983,1.3,Healthy
6384,87.8,6.4,1475,1.2,Healthy
7178,87.7,6,1918,2.6,Healthy
6500,87.8,6.8,1923,2,Healthy
7158,87.7,5.5,1653,1.8,Healthy
7276,87.9,8.4,1709,2,Healthy
6556,88.4,8.4,1498,1.8,Healthy
6394,87.7,4.7,1430,2.8,Healthy
6838,87.9,5.3,1515,2.4,Healthy
6747,87.8,4.4,1562,3,Healthy
6729,87.6,7.8,1591,3,Healthy
6980,88.2,8.2,1956,2.9,Healthy
6838,87.9,4.2,1644,1.2,Healthy
6848,87.6,4.1,1939,1.2,Healthy
6621,88.1,7.3,1625,2.1,Healthy
6382,87.6,6,1646,2.1,Healthy
6647,88,7,1446,1.6,Healthy
6722,88.3,6,1998,2.3,Healthy
6893,87.5,4.2,1678,1.9,Healthy
6969,88.4,5.9,1911,1.4,Healthy
6342,88.2,8.5,1847,2,Healthy
6432,88.4,7,1833,2.8,Healthy
6658,87.8,7.8,1809,2.5,Healthy
7040,87.7,8.4,1824,2.9,Healthy
6712,88,8.9,1964,1.7,Healthy
7095,88.4,7,1830,2.2,Healthy
6879,87.8,8.7,1694,2.4,Healthy
6349,87.5,5.9,1842,2.1,Healthy
6343,88.2,7.5,1935,1.1,Healthy
6703,87.9,6.7,1872,1.7,Healthy
6898,87.6,4.4,1641,2.2,Healthy
7173,88,7.3,1532,1.3,Healthy
6553,88.1,6.3,1548,2.7,Healthy
6998,87.8,8.3,1862,2.4,Healthy
6365,87.7,8.4,1821,1.4,Healthy
7001,88.3,8.4,1839,2.3,Healthy
6304,87.6,7.6,1821,1.7,Healthy
6721,87.8,8.5,1727,1.5,Healthy
6325,88,7.7,1799,2.5,Healthy
6979,87.8,8.3,1987,1.7,Healthy
6760,88.1,5.1,1952,2.8,Healthy
6677,87.7,4.4,1898,2.8,Healthy
7192,88.4,7,1757,1.9,Healthy
6809,87.7,7.6,1778,2.5,Healthy
6475,88.5,7.5,1447,1.8,Healthy
6609,88.5,5.8,1567,1.6,Healthy
6502,88.3,6,1856,1.1,Healthy
6654,88.4,5.1,1427,1.7,Healthy
6840,88.4,7.9,1528,1.5,Healthy
6987,87.7,8.5,1775,1.2,Healthy
7093,88.2,5.6,1669,2.6,Healthy
6886,87.7,7,1861,2.4,Healthy
6556,88.1,5.1,1435,2.1,Healthy
6393,88.1,5.5,1583,1.1,Healthy
7149,87.8,4.8,1447,1.7,Healthy
6695,87.7,7.7,1599,2,Healthy
7072,88,6.6,1639,2.4,Healthy
7140,88.2,6.3,1894,2.4,Healthy
6791,87.7,7.6,1519,1.9,Healthy
7033,87.9,8.7,1922,2.8,Healthy
7220,87.6,4.8,1509,1.1,Healthy
7177,87.8,6.2,1434,2.3,Healthy
6971,88.2,6.7,1497,2.8,Healthy
6841,87.7,8.4,1459,1.8,Healthy
7246,87.9,4.3,1514,2.3,Healthy
6718,88.2,6.4,1683,2.7,Healthy
6739,87.7,4.9,1467,1.4,Healthy
6825,87.7,5.2,1819,1.5,Healthy
6337,88.4,8.6,1562,2.2,Healthy
7109,88.4,4.4,1960,2.3,Healthy
6639,88,6.5,1402,2.2,Healthy
6736,88.5,6,1888,1.7,Healthy
6292,88.5,6.3,1802,3,Healthy
7069,87.7,7.9,1396,1.8,Healthy
6319,87.8,7.8,1481,2.7,Healthy
7211,88.2,5.6,1977,1.9,Healthy
6453,88.4,5.8,1428,1.8,Healthy
7198,88,5.4,1628,2,Healthy
6612,88.1,4.5,1424,1.7,Healthy
6665,88.3,7.2,1803,1.6,Healthy
6499,88.1,4.4,1626,1.7,Healthy
7026,88.3,7.2,1587,1.9,Healthy
7119,88.1,7.2,1602,2,Healthy
6476,88,6.4,1590,1.3,Healthy
7100,87.9,6.5,1545,1.9,Healthy
6565,88.5,6,1707,1.2,Healthy
7168,88.2,4.2,1566,2.6,Healthy
7081,88.1,5.2,1521,1.8,Healthy
6736,88,6.6,1718,1.1,Healthy
6695,87.7,8.7,1394,2.3,Healthy
7102,87.8,7.3,1773,2.4,Healthy
6980,88.5,5.5,1584,2.9,Healthy
6781,87.9,4.3,1650,1.8,Healthy
6296,88,7.8,1899,1.1,Healthy
6923,87.7,6.5,1980,2.1,Healthy
6292,87.6,4,1710,1.5,Healthy
6690,87.5,7.3,1771,1.5,Healthy
6427,88.3,4.2,1576,1.1,Healthy
7182,88.2,6.3,1597,2.4,Healthy
6481,87.9,7.1,1625,2.4,Healthy
6910,87.7,7.6,1590,1.7,Healthy
6805,87.5,7.6,1530,2.1,Healthy
6998,88.1,6.1,1805,2,Healthy
6391,88.4,5.4,1733,1.1,Healthy
6670,87.6,5.9,1704,1.3,Healthy
6663,88.2,6.9,1636,1.3,Healthy
6590,88,7.3,1671,2.6,Healthy
6841,87.6,4.2,1718,2,Healthy
6964,87.9,4.7,1428,2.8,Healthy
6320,88.5,5.6,1431,2.4,Healthy
6292,88,5.1,1862,2.9,Healthy
7138,87.9,8.5,1850,1.9,Healthy
6603,87.5,8,1821,2.5,Healthy
6352,87.8,5.5,1677,1.7,Healthy
7240,87.6,8.5,1684,3,Healthy
6445,88.3,8.4,1702,1.4,Healthy
6959,88.2,6.4,1655,1.8,Healthy
6829,87.7,6,1564,2.6,Healthy
7041,88.2,6.1,1444,1.5,Healthy
6528,87.8,5.9,1756,2.7,Healthy
6308,88.1,6.9,1401,1.1,Healthy
6920,88,7.5,1466,1.4,Healthy
7000,88,5.2,1953,1.3,Healthy
6262,87.8,8.9,1657,2.1,Healthy
6427,88.1,8.6,1585,2.6,Healthy
7034,88,7.1,1461,2.6,Healthy
6265,87.8,4.1,1889,1.7,Healthy
6877,88.1,6.1,1543,2,Healthy
6310,87.6,4,1466,1.3,Healthy
7028,87.8,7,1649,2.2,Healthy
7077,88.3,8.2,1598,2.1,Healthy
6925,87.6,7.5,1750,2.4,Healthy
6685,88.5,7.1,1918,2.1,Healthy
6648,88.4,7.8,1432,2.1,Healthy
6624,88,6.4,1890,1.6,Healthy
7048,87.8,8,1648,1.4,Healthy
6585,88.5,4.7,1627,1.6,Healthy
6775,88.4,6.2,1447,2.9,Healthy
7081,88.2,6.4,1747,2.6,Healthy
6731,88.4,7.3,1875,2,Healthy
6313,87.9,7.3,1428,1.6,Healthy
6521,88.4,7.5,1876,1.6,Healthy
7168,88,7.1,1944,2.8,Healthy
6278,87.9,7.4,1672,1.8,Healthy
7226,87.9,4,1616,1,Healthy
6577,88.2,6.6,1822,1.7,Healthy
7217,88.2,5.5,1385,1.1,Healthy
6357,87.5,4.6,1539,1.1,Healthy
7078,88.4,7.4,1787,1.1,Healthy
6526,87.7,4.8,1802,2.6,Healthy
6675,87.9,7.2,1866,2.4,Healthy
6621,87.8,6.1,1677,1.9,Healthy
6627,88.1,6.1,1774,2.7,Healthy
6570,88.3,8.4,1431,2.8,Healthy
6933,87.7,5.5,1424,1.6,Healthy
6415,87.8,5.5,1505,1.2,Healthy
6945,87.6,7.9,1631,1.1,Healthy
7108,88.3,5.9,1810,1.5,Healthy
6775,87.6,8,1524,1.1,Healthy
6936,87.6,5.7,1598,2.3,Healthy
6439,88,4.4,1599,1.3,Healthy
6495,87.8,5.3,1569,2.3,Healthy
6772,88.5,4.8,1939,2.4,Healthy
6358,87.7,4.8,1640,2.8,Healthy
6838,87.5,7.7,1470,1.5,Healthy
6498,87.8,5.9,1669,1.8,Healthy
7196,87.7,7.8,1613,1.1,Healthy
7116,88.4,8.1,1918,2.4,Healthy
6558,87.9,8.8,1768,2.6,Healthy
7043,87.8,6.5,1738,2.7,Healthy
6307,88.3,5.8,1450,1.3,Healthy
6435,87.7,5.5,1816,2.2,Healthy
6351,88.4,4.8,1464,2.8,Healthy
6990,88.1,8.6,1444,2.5,Healthy
7004,88.1,8.2,1974,2.9,Healthy
6895,87.7,5.9,1410,1.1,Healthy
6475,88.1,5.3,1605,1,Healthy
6629,87.9,5,1709,2.2,Healthy
7012,87.8,7,1502,2,Healthy
7033,88,7,1933,2.5,Healthy
7198,88.3,6.5,1735,2.9,Healthy
6576,88.3,8.7,1906,1.3,Healthy
7141,88.4,5.5,1861,1.1,Healthy
6412,88.4,4.2,1934,1.5,Healthy
7013,88.4,4.4,1478,2.1,Healthy
6880,88.4,6.8,1833,1.6,Healthy
6775,87.8,8.3,1545,2.1,Healthy
6840,87.6,7.4,1890,1.4,Healthy
6622,88.4,4.2,1574,2.7,Healthy
6553,88,6.7,1698,2.5,Healthy
6362,88.2,7.9,1493,2.1,Healthy
7081,87.9,5.6,1651,1.2,Healthy
6406,87.6,8.4,1683,2.2,Healthy
6775,87.6,4.5,1864,2.7,Healthy
6421,88.4,5.3,1650,1.3,Healthy
6802,88.3,7.6,1916,2.3,Healthy
6243,88.3,5.1,1858,2.3,Healthy
6499,87.8,7.1,1629,2.8,Healthy
6760,87.5,8.5,1550,1.2,Healthy
6734,87.9,6.7,1523,1.8,Healthy
6933,88.2,8.2,1555,1.8,Healthy
6399,87.7,6.6,1690,2.6,Healthy
6539,88.1,8.9,1794,2.9,Healthy
7028,88.1,4.5,1524,2.8,Healthy
6897,87.8,6.9,1542,2,Healthy
6916,88.5,5.4,1817,2.9,Healthy
6590,88.2,8.1,1846,2.4,Healthy
6283,88.3,8.7,1796,2.7,Healthy
6540,87.5,5.7,1495,1.9,Healthy
6573,88.1,6.5,1602,1.1,Healthy
6324,87.6,4.3,1655,2,Healthy
6857,87.5,8.6,1731,2.4,Healthy
6593,88.3,7,1383,1.9,Healthy
6257,87.5,6.8,1652,1.9,Healthy
6877,87.5,8.8,1587,1.1,Healthy
7131,88.1,8.4,1511,1.8,Healthy
6871,88.4,5.1,1548,2.6,Healthy
7018,87.8,8.3,1972,2.5,Healthy
6333,87.6,8.4,1444,1.4,Healthy
7082,88.3,8.3,1706,1.9,Healthy
6962,88.5,4.5,1967,2.4,Healthy
6736,88,5.3,1608,1.7,Healthy
6953,88.4,5.2,1454,1.8,Healthy
6278,87.7,5.2,1914,2,Healthy
6911,88.5,7.2,1403,2.3,Healthy
6914,88.4,5.8,1832,1.2,Healthy
6527,88.1,7.5,1550,1.8,Healthy
6229,87.8,5.7,1838,1.3,Healthy
6282,88.4,8,1916,1.9,Healthy
6933,87.8,4.7,1683,3,Healthy
6804,88.5,6.1,1408,2.9,Healthy
6856,88.2,6.5,1427,2.3,Healthy
7101,88,7.7,1435,1.8,Healthy
6604,88.1,8.1,1899,2,Healthy
6440,87.7,8.5,1793,1.3,Healthy
7058,88.4,7.9,1685,1.6,Healthy
6527,88.3,7.9,1847,2.7,Healthy
6792,87.7,7.9,1620,2.6,Healthy
6884,88,7.9,1571,1.5,Healthy
6680,88.5,4.5,1564,2.6,Healthy
6445,88.3,7.5,1692,1.6,Healthy
6352,87.7,6,1456,1.1,Healthy
6464,88,8.3,1645,1.2,Healthy
6757,87.7,4.1,1894,1.2,Healthy
